 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R
2022/1/1 00:00,0,0.983,0.983,0.098,12.057,0.099,3,1.25,0,0,20.268
2022/1/2 00:00,0,1.16,1.16,0.115,11.942,0.098,1.2,0.938,0,0,10.194
2022/1/3 00:00,0,1.259,1.259,0.124,11.818,0.097,0.48,0.703,0,0,5.642
2022/1/4 00:00,0,0.699,0.699,0.068,11.751,0.097,0.192,0.527,0,0,3.431
2022/1/5 00:00,0,0.764,0.764,0.074,11.677,0.096,0.077,0.396,0,0,2.252
2022/1/6 00:00,0,1.063,1.063,0.102,11.575,0.095,0.031,0.297,0,0,1.561
2022/1/7 00:00,0.895,1.044,1.044,0.014,11.561,0.095,0.012,0.222,0,0,1.12
2022/1/8 00:00,1.224,0.937,0.937,0.937,11.841,0.097,0.005,0.168,0.001,0.006,0.828
2022/1/9 00:00,0,1.225,1.225,0.119,11.722,0.096,0.002,0.126,0,0,0.612
2022/1/10 00:00,0,1.356,1.356,0.131,11.591,0.095,0.001,0.095,0,0,0.456
2022/1/11 00:00,0,0.92,0.92,0.088,11.504,0.095,0,0.071,0,0,0.34
2022/1/12 00:00,0,1.156,1.156,0.109,11.394,0.094,0,0.053,0,0,0.255
2022/1/13 00:00,0,1.444,1.444,0.135,11.259,0.092,0,0.04,0,0,0.191
2022/1/14 00:00,0,1.584,1.584,0.146,11.113,0.091,0,0.03,0,0,0.143
2022/1/15 00:00,0,0.933,0.933,0.085,11.028,0.091,0,0.022,0,0,0.107
2022/1/16 00:00,0,0.88,0.88,0.08,10.948,0.09,0,0.017,0,0,0.08
2022/1/17 00:00,0,0.962,0.962,0.086,10.861,0.089,0,0.013,0,0,0.06
2022/1/18 00:00,0,0.808,0.808,0.072,10.789,0.089,0,0.009,0,0,0.045
2022/1/19 00:00,0,0.086,0.086,0.008,10.782,0.088,0,0.007,0,0,0.034
2022/1/20 00:00,0,0.508,0.508,0.045,10.737,0.088,0,0.005,0,0,0.025
2022/1/21 00:00,0,1.08,1.08,0.095,10.642,0.087,0,0.004,0,0,0.019
2022/1/22 00:00,0,0.945,0.945,0.082,10.559,0.087,0,0.003,0,0,0.014
2022/1/23 00:00,0.115,0.497,0.497,0.033,10.526,0.086,0,0.002,0,0,0.011
2022/1/24 00:00,0,0.54,0.54,0.047,10.48,0.086,0,0.002,0,0,0.008
2022/1/25 00:00,0,1.106,1.106,0.095,10.385,0.085,0,0.001,0,0,0.006
2022/1/26 00:00,0,0.95,0.95,0.081,10.304,0.084,0,0.001,0,0,0.005
2022/1/27 00:00,0,1.45,1.45,0.122,10.181,0.083,0,0.001,0,0,0.003
2022/1/28 00:00,0,1.358,1.358,0.113,10.068,0.082,0,0.001,0,0,0.003
2022/1/29 00:00,0,1.036,1.036,0.085,9.983,0.082,0,0,0,0,0.002
2022/1/30 00:00,0,0.559,0.559,0.046,9.937,0.081,0,0,0,0,0.001
2022/1/31 00:00,0,0.473,0.473,0.038,9.898,0.081,0,0,0,0,0.001
2022/2/1 00:00,0,0.801,0.801,0.065,9.834,0.081,0,0,0,0,0.001
2022/2/2 00:00,0,0.632,0.632,0.051,9.783,0.08,0,0,0,0,0.001
2022/2/3 00:00,0,0.826,0.826,0.066,9.717,0.08,0,0,0,0,0
2022/2/4 00:00,0,1.102,1.102,0.088,9.629,0.079,0,0,0,0,0
2022/2/5 00:00,0,1.203,1.203,0.095,9.534,0.078,0,0,0,0,0
2022/2/6 00:00,0,1.001,1.001,0.078,9.456,0.077,0,0,0,0,0
2022/2/7 00:00,0,1.069,1.069,0.083,9.373,0.077,0,0,0,0,0
2022/2/8 00:00,0,1.103,1.103,0.085,9.289,0.076,0,0,0,0,0
2022/2/9 00:00,0,1.044,1.044,0.079,9.21,0.075,0,0,0,0,0
2022/2/10 00:00,0,0.481,0.481,0.036,9.173,0.075,0,0,0,0,0
2022/2/11 00:00,0,1.256,1.256,0.094,9.079,0.074,0,0,0,0,0
2022/2/12 00:00,1.784,0.916,0.916,0.916,9.931,0.081,0.001,0.003,0.002,0.014,0.023
2022/2/13 00:00,9.665,0.478,0.478,0.478,18.865,0.157,0.014,0.06,0.022,0.23,0.352
2022/2/14 00:00,1.528,0.74,0.74,0.74,19.625,0.163,0.007,0.052,0.002,0.027,0.278
2022/2/15 00:00,0,0.541,0.541,0.088,19.536,0.162,0.003,0.039,0,0,0.198
2022/2/16 00:00,0.26,0.167,0.167,0.167,19.627,0.163,0.001,0.03,0,0.003,0.149
2022/2/17 00:00,0,1.157,1.157,0.188,19.438,0.161,0,0.022,0,0,0.109
2022/2/18 00:00,0,0.928,0.928,0.15,19.289,0.16,0,0.017,0,0,0.081
2022/2/19 00:00,0,0.595,0.595,0.095,19.193,0.159,0,0.013,0,0,0.061
2022/2/20 00:00,0.124,1.125,1.125,0.159,19.034,0.158,0,0.009,0,0,0.045
2022/2/21 00:00,0,1.502,1.502,0.237,18.797,0.156,0,0.007,0,0,0.034
2022/2/22 00:00,0,1.177,1.177,0.183,18.613,0.154,0,0.005,0,0,0.025
2022/2/23 00:00,0,1.057,1.057,0.163,18.45,0.153,0,0.004,0,0,0.019
2022/2/24 00:00,0,1.279,1.279,0.196,18.254,0.151,0,0.003,0,0,0.014
2022/2/25 00:00,0,1.258,1.258,0.19,18.064,0.15,0,0.002,0,0,0.011
2022/2/26 00:00,0,1.049,1.049,0.157,17.907,0.148,0,0.002,0,0,0.008
2022/2/27 00:00,0,1.204,1.204,0.179,17.728,0.147,0,0.001,0,0,0.006
2022/2/28 00:00,0,0.815,0.815,0.12,17.609,0.146,0,0.001,0,0,0.005
2022/3/1 00:00,0,0.597,0.597,0.087,17.522,0.145,0,0.001,0,0,0.003
2022/3/2 00:00,6.403,0.591,0.591,0.591,23.109,0.192,0.008,0.053,0.014,0.21,0.293
2022/3/3 00:00,5.445,1.492,1.492,1.492,26.873,0.224,0.009,0.085,0.009,0.18,0.447
2022/3/4 00:00,2.354,1.595,1.595,1.595,27.593,0.23,0.005,0.073,0.002,0.038,0.371
2022/3/5 00:00,0,0.552,0.552,0.127,27.466,0.229,0.002,0.055,0,0,0.27
2022/3/6 00:00,3.226,1.234,1.234,1.234,29.348,0.245,0.004,0.067,0.005,0.105,0.338
2022/3/7 00:00,1.532,1.29,1.29,1.29,29.576,0.246,0.002,0.054,0.001,0.013,0.265
2022/3/8 00:00,0,1.091,1.091,0.269,29.307,0.244,0.001,0.04,0,0,0.196
2022/3/9 00:00,0,0.27,0.27,0.066,29.241,0.244,0,0.03,0,0,0.146
2022/3/10 00:00,0,0.451,0.451,0.11,29.131,0.243,0,0.023,0,0,0.109
2022/3/11 00:00,0.629,0.521,0.521,0.521,29.234,0.244,0,0.018,0,0.006,0.089
2022/3/12 00:00,0,1.661,1.661,0.404,28.829,0.24,0,0.014,0,0,0.066
2022/3/13 00:00,0,0.893,0.893,0.214,28.615,0.238,0,0.01,0,0,0.05
2022/3/14 00:00,0,0.759,0.759,0.181,28.434,0.237,0,0.008,0,0,0.037
2022/3/15 00:00,7.828,0.163,0.163,0.163,35.619,0.297,0.011,0.121,0.018,0.461,0.63
2022/3/16 00:00,2.596,1.326,1.326,1.326,36.798,0.307,0.006,0.113,0.003,0.088,0.568
2022/3/17 00:00,0.389,0.954,0.954,0.173,36.625,0.306,0.002,0.085,0,0,0.416
2022/3/18 00:00,0,1.145,1.145,0.35,36.275,0.303,0.001,0.064,0,0,0.308
2022/3/19 00:00,0.347,1.858,1.858,0.457,35.818,0.299,0,0.048,0,0,0.229
2022/3/20 00:00,4.306,1.53,1.53,1.53,38.389,0.32,0.004,0.085,0.007,0.198,0.426
2022/3/21 00:00,0,0.755,0.755,0.242,38.147,0.318,0.002,0.064,0,0,0.313
2022/3/22 00:00,0,0.443,0.443,0.141,38.006,0.317,0.001,0.048,0,0,0.232
2022/3/23 00:00,4.051,0.981,0.981,0.981,40.833,0.341,0.005,0.095,0.007,0.235,0.474
2022/3/24 00:00,0.578,0.256,0.256,0.256,41.129,0.343,0.002,0.078,0.001,0.026,0.381
2022/3/25 00:00,0.412,0.319,0.319,0.319,41.214,0.344,0.001,0.06,0,0.007,0.291
2022/3/26 00:00,0,1.391,1.391,0.478,40.735,0.34,0,0.045,0,0,0.217
2022/3/27 00:00,0,1.54,1.54,0.523,40.212,0.335,0,0.034,0,0,0.162
2022/3/28 00:00,0.105,0.742,0.742,0.214,39.998,0.333,0,0.025,0,0,0.121
2022/3/29 00:00,0,0.996,0.996,0.332,39.666,0.331,0,0.019,0,0,0.091
2022/3/30 00:00,0,0.705,0.705,0.233,39.433,0.329,0,0.014,0,0,0.068
2022/3/31 00:00,1.473,0.64,0.64,0.64,40.199,0.335,0.001,0.027,0.002,0.064,0.134
2022/4/1 00:00,0,1.258,1.258,0.422,39.777,0.331,0,0.02,0,0,0.098
2022/4/2 00:00,0,1.147,1.147,0.38,39.397,0.328,0,0.015,0,0,0.073
2022/4/3 00:00,1.976,1.163,1.163,1.163,40.145,0.335,0.001,0.027,0.002,0.063,0.135
2022/4/4 00:00,0,1.204,1.204,0.403,39.742,0.331,0,0.02,0,0,0.099
2022/4/5 00:00,0,0.922,0.922,0.305,39.437,0.328,0,0.015,0,0,0.073
2022/4/6 00:00,4.987,1.334,1.334,1.334,42.788,0.357,0.005,0.085,0.009,0.294,0.43
2022/4/7 00:00,0,0.858,0.858,0.306,42.482,0.354,0.002,0.064,0,0,0.314
2022/4/8 00:00,0,1.187,1.187,0.42,42.061,0.35,0.001,0.048,0,0,0.232
2022/4/9 00:00,1.277,1.334,1.334,0.02,42.041,0.35,0,0.036,0,0,0.172
2022/4/10 00:00,0,1.321,1.321,0.463,41.579,0.346,0,0.027,0,0,0.129
2022/4/11 00:00,0,1.167,1.167,0.404,41.174,0.343,0,0.02,0,0,0.096
2022/4/12 00:00,3.185,0.625,0.625,0.625,43.516,0.363,0.004,0.068,0.006,0.213,0.344
2022/4/13 00:00,0,0.359,0.359,0.13,43.386,0.361,0.001,0.051,0,0,0.252
2022/4/14 00:00,0,1.028,1.028,0.372,43.014,0.358,0.001,0.038,0,0,0.186
2022/4/15 00:00,0,0.851,0.851,0.305,42.709,0.356,0,0.029,0,0,0.139
2022/4/16 00:00,13.638,1.003,1.003,1.003,54.071,0.451,0.018,0.333,0.03,1.244,1.673
2022/4/17 00:00,0,1.8,1.8,0.812,53.259,0.444,0.007,0.249,0,0,1.224
2022/4/18 00:00,0,1.149,1.149,0.51,52.749,0.44,0.003,0.187,0,0,0.906
2022/4/19 00:00,3.82,1.578,1.578,1.578,54.734,0.456,0.004,0.203,0.005,0.252,0.99
2022/4/20 00:00,0,1.121,1.121,0.512,54.222,0.452,0.002,0.152,0,0,0.735
2022/4/21 00:00,0,1.113,1.113,0.503,53.719,0.448,0.001,0.114,0,0,0.548
2022/4/22 00:00,4.253,1.25,1.25,1.25,56.367,0.47,0.005,0.173,0.007,0.348,0.845
2022/4/23 00:00,0.546,1.457,1.457,0.428,55.939,0.466,0.002,0.129,0,0,0.626
2022/4/24 00:00,0,1.375,1.375,0.641,55.298,0.461,0.001,0.097,0,0,0.467
2022/4/25 00:00,2.945,1.572,1.572,1.572,56.506,0.471,0.002,0.113,0.003,0.162,0.551
2022/4/26 00:00,0,1.896,1.896,0.893,55.613,0.463,0.001,0.085,0,0,0.41
2022/4/27 00:00,0,1.75,1.75,0.811,54.802,0.456,0,0.064,0,0,0.306
2022/4/28 00:00,9.039,1.706,1.706,1.706,61.208,0.51,0.011,0.275,0.017,0.909,1.363
2022/4/29 00:00,0.137,0.933,0.933,0.406,60.802,0.507,0.004,0.206,0,0,1.005
2022/4/30 00:00,0,1.779,1.779,0.901,59.9,0.499,0.002,0.155,0,0,0.746
2022/5/1 00:00,0,2.22,2.22,1.108,58.793,0.489,0.001,0.116,0,0,0.557
2022/5/2 00:00,0,1.976,1.976,0.967,57.826,0.481,0,0.087,0,0,0.417
2022/5/3 00:00,2.547,2.289,2.289,2.289,58.051,0.483,0,0.073,0.001,0.032,0.352
2022/5/4 00:00,2.43,2.855,2.855,0.206,57.845,0.481,0,0.055,0,0,0.263
2022/5/5 00:00,0,2.574,2.574,1.239,56.606,0.471,0,0.041,0,0,0.197
2022/5/6 00:00,0,2.361,2.361,1.111,55.495,0.461,0,0.031,0,0,0.148
2022/5/7 00:00,4.98,2.204,2.204,2.204,57.932,0.482,0.004,0.106,0.007,0.333,0.526
2022/5/8 00:00,0.137,1.928,1.928,0.863,57.069,0.474,0.002,0.08,0,0,0.388
2022/5/9 00:00,19.509,2.229,2.229,2.229,71.828,0.598,0.025,0.68,0.041,2.479,3.362
2022/5/10 00:00,5.386,2.174,2.174,2.174,74.479,0.62,0.015,0.648,0.008,0.554,3.162
2022/5/11 00:00,0,2.265,2.265,1.405,73.074,0.608,0.006,0.486,0,0,2.347
2022/5/12 00:00,13.133,1.788,1.788,1.788,82.238,0.685,0.019,0.903,0.027,2.154,4.396
2022/5/13 00:00,0.269,1.893,1.893,1.113,81.125,0.676,0.007,0.677,0,0,3.266
2022/5/14 00:00,2.034,1.656,1.656,1.656,81.425,0.678,0.004,0.527,0.001,0.077,2.532
2022/5/15 00:00,0,2.237,2.237,1.517,79.908,0.665,0.001,0.395,0,0,1.893
2022/5/16 00:00,6.541,2.724,2.724,2.724,82.935,0.69,0.006,0.492,0.009,0.781,2.375
2022/5/17 00:00,0,2.426,2.426,1.675,81.26,0.676,0.002,0.369,0,0,1.771
2022/5/18 00:00,0.306,2.59,2.59,1.544,79.716,0.663,0.001,0.277,0,0,1.324
2022/5/19 00:00,0,2.345,2.345,1.555,78.161,0.65,0,0.208,0,0,0.992
2022/5/20 00:00,0.269,1.954,1.954,1.095,77.066,0.64,0,0.156,0,0,0.743
2022/5/21 00:00,0,2.19,2.19,1.403,75.663,0.628,0,0.117,0,0,0.557
2022/5/22 00:00,4.491,2.313,2.313,2.313,77.437,0.643,0.003,0.187,0.005,0.4,0.909
2022/5/23 00:00,0.455,2.162,2.162,1.098,76.339,0.634,0.001,0.141,0,0,0.677
2022/5/24 00:00,5.356,1.503,1.503,1.503,79.456,0.66,0.006,0.287,0.009,0.727,1.399
2022/5/25 00:00,1.891,1.627,1.627,1.627,79.668,0.662,0.003,0.228,0.001,0.052,1.102
2022/5/26 00:00,5.372,1.175,1.175,1.175,83.004,0.69,0.007,0.384,0.01,0.851,1.866
2022/5/27 00:00,2.418,1.047,1.047,1.047,84.08,0.699,0.005,0.361,0.003,0.291,1.744
2022/5/28 00:00,13.452,1.571,1.571,1.571,93.11,0.774,0.019,0.977,0.028,2.823,4.748
2022/5/29 00:00,0,1.964,1.964,1.521,91.589,0.761,0.008,0.732,0,0,3.529
2022/5/30 00:00,1.587,2.107,2.107,0.396,91.193,0.758,0.003,0.549,0,0,2.634
2022/5/31 00:00,0.199,1.624,1.624,1.08,90.113,0.749,0.001,0.412,0,0,1.971
2022/6/1 00:00,1.692,1.876,1.876,0.138,89.975,0.747,0,0.309,0,0,1.476
2022/6/2 00:00,0.699,2.459,2.459,1.316,88.659,0.736,0,0.232,0,0,1.106
2022/6/3 00:00,0,2.624,2.624,1.932,86.727,0.72,0,0.174,0,0,0.829
2022/6/4 00:00,3.546,2.958,2.958,2.958,87.18,0.724,0.001,0.164,0.001,0.133,0.785
2022/6/5 00:00,0.507,2.5,2.5,1.442,85.738,0.711,0,0.123,0,0,0.587
2022/6/6 00:00,0,2.871,2.871,2.042,83.696,0.694,0,0.092,0,0,0.44
2022/6/7 00:00,1.326,2.647,2.647,0.917,82.779,0.686,0,0.069,0,0,0.33
2022/6/8 00:00,0,2.969,2.969,2.037,80.742,0.669,0,0.052,0,0,0.247
2022/6/9 00:00,4.674,3.277,3.277,3.277,81.855,0.678,0.002,0.109,0.003,0.281,0.529
2022/6/10 00:00,11.193,3.641,3.641,3.641,87.755,0.728,0.012,0.49,0.018,1.634,2.393
2022/6/11 00:00,0,3.639,3.639,2.648,85.107,0.705,0.005,0.368,0,0,1.775
2022/6/12 00:00,3.253,2.831,2.831,2.831,85.436,0.708,0.002,0.299,0.001,0.092,1.436
2022/6/13 00:00,4.278,4.539,4.539,0.185,85.251,0.706,0.001,0.224,0,0,1.073
2022/6/14 00:00,0,4.002,4.002,2.827,82.424,0.682,0,0.168,0,0,0.803
2022/6/15 00:00,7.036,3.225,3.225,3.225,85.419,0.707,0.006,0.328,0.009,0.806,1.589
2022/6/16 00:00,3.53,3.535,3.535,0.004,85.416,0.707,0.002,0.246,0,0,1.182
2022/6/17 00:00,0,3.958,3.958,2.8,82.616,0.684,0.001,0.184,0,0,0.883
2022/6/18 00:00,6.676,3.53,3.53,3.53,85.09,0.704,0.005,0.304,0.008,0.664,1.474
2022/6/19 00:00,3.82,3.376,3.376,3.376,85.436,0.707,0.003,0.252,0.001,0.097,1.215
2022/6/20 00:00,1.158,4.04,4.04,2.039,83.397,0.69,0.001,0.189,0,0,0.907
2022/6/21 00:00,1.926,3.79,3.79,1.286,82.111,0.679,0,0.142,0,0,0.679
2022/6/22 00:00,0,4.01,4.01,2.723,79.388,0.656,0,0.106,0,0,0.508
2022/6/23 00:00,0,3.328,3.328,2.183,77.205,0.638,0,0.08,0,0,0.381
2022/6/24 00:00,1.652,3.718,3.718,1.317,75.888,0.626,0,0.06,0,0,0.286
2022/6/25 00:00,1.565,3.58,3.58,1.262,74.626,0.616,0,0.045,0,0,0.214
2022/6/26 00:00,0,4.213,4.213,2.594,72.032,0.594,0,0.034,0,0,0.161
2022/6/27 00:00,23.058,4.182,4.182,4.182,87.203,0.721,0.027,0.94,0.045,3.659,4.613
2022/6/28 00:00,3.18,4.73,4.73,1.118,86.085,0.712,0.011,0.705,0,0,3.414
2022/6/29 00:00,0,4.27,4.27,3.039,83.045,0.686,0.004,0.529,0,0,2.543
2022/6/30 00:00,19.207,4.578,4.578,4.578,94.227,0.78,0.023,1.25,0.035,3.413,6.069
2022/7/1 00:00,5.154,4.034,4.034,4.034,95.049,0.787,0.011,1.011,0.003,0.296,4.875
2022/7/2 00:00,1.514,3.392,3.392,1.478,93.571,0.774,0.004,0.759,0,0,3.638
2022/7/3 00:00,0,4.415,4.415,3.418,90.153,0.745,0.002,0.569,0,0,2.722
2022/7/4 00:00,12.1,4.557,4.557,4.557,95.758,0.792,0.011,0.907,0.018,1.921,4.38
2022/7/5 00:00,1.716,3.133,3.133,1.123,94.635,0.783,0.005,0.68,0,0,3.266
2022/7/6 00:00,5.805,4.241,4.241,4.241,95.778,0.792,0.004,0.615,0.004,0.418,2.95
2022/7/7 00:00,0,3.904,3.904,3.093,92.685,0.766,0.002,0.461,0,0,2.206
2022/7/8 00:00,31.721,3.931,3.931,3.931,111.366,0.921,0.04,2.606,0.066,9.043,12.623
2022/7/9 00:00,5.39,4.219,4.219,4.219,112.017,0.927,0.018,2.084,0.003,0.518,10.025
2022/7/10 00:00,9.839,4.421,4.421,4.421,114.789,0.949,0.015,2.221,0.013,2.632,10.665
2022/7/11 00:00,4.571,4.387,4.387,4.387,114.877,0.949,0.006,1.69,0,0.097,8.09
2022/7/12 00:00,14.968,4.295,4.295,4.295,119.063,0.982,0.018,2.883,0.025,6.462,13.835
2022/7/13 00:00,0.089,4.699,4.699,4.526,114.537,0.943,0.007,2.162,0,0,10.346
2022/7/14 00:00,0.205,4.199,4.199,3.768,110.769,0.912,0.003,1.622,0,0,7.748
2022/7/15 00:00,0,4.357,4.357,3.972,106.797,0.878,0.001,1.216,0,0,5.806
2022/7/16 00:00,0.697,4.385,4.385,3.239,103.558,0.851,0,0.912,0,0,4.353
2022/7/17 00:00,0,3.065,3.065,2.608,100.95,0.829,0,0.684,0,0,3.264
2022/7/18 00:00,33.418,1.886,1.886,1.886,119.577,0.985,0.045,3.721,0.075,12.831,17.961
2022/7/19 00:00,10.931,4.416,4.416,4.416,121.166,0.997,0.027,4.018,0.016,4.91,19.293
2022/7/20 00:00,2.112,4.424,4.424,2.305,118.861,0.978,0.011,3.014,0,0,14.424
2022/7/21 00:00,0,3.281,3.281,3.208,115.653,0.951,0.004,2.26,0,0,10.8
2022/7/22 00:00,20.181,2.078,2.078,2.078,121.55,1,0.028,4.736,0.043,12.163,22.718
2022/7/23 00:00,5.114,1.848,1.848,1.848,121.554,1,0.016,4.365,0.008,3.254,20.894
2022/7/24 00:00,3.85,3.001,3.001,3.001,121.554,1,0.008,3.486,0.002,0.846,16.659
2022/7/25 00:00,0,2.529,2.529,2.529,119.025,0.979,0.003,2.614,0,0,12.482
2022/7/26 00:00,18.451,2.314,2.314,2.314,121.555,1,0.024,5.353,0.038,13.568,25.643
2022/7/27 00:00,4.659,3.331,3.331,3.331,121.555,1,0.012,4.346,0.003,1.324,20.78
2022/7/28 00:00,0,2.428,2.428,2.428,119.126,0.98,0.005,3.259,0,0,15.565
2022/7/29 00:00,0.144,2.834,2.834,2.635,116.491,0.957,0.002,2.444,0,0,11.666
2022/7/30 00:00,0,3.083,3.083,2.952,113.539,0.933,0.001,1.833,0,0,8.747
2022/7/31 00:00,15.388,3.031,3.031,3.031,119.892,0.986,0.018,2.869,0.029,5.975,13.767
2022/8/1 00:00,0,2.994,2.994,2.953,116.939,0.961,0.007,2.151,0,0,10.295
2022/8/2 00:00,0,2.993,2.993,2.877,114.061,0.937,0.003,1.614,0,0,7.709
2022/8/3 00:00,0,2.838,2.838,2.659,111.402,0.915,0.001,1.21,0,0,5.777
2022/8/4 00:00,0,2.71,2.71,2.479,108.923,0.894,0,0.908,0,0,4.331
2022/8/5 00:00,0,2.936,2.936,2.625,106.298,0.872,0,0.681,0,0,3.247
2022/8/6 00:00,0,3.235,3.235,2.821,103.478,0.848,0,0.511,0,0,2.435
2022/8/7 00:00,0,2.797,2.797,2.372,101.105,0.828,0,0.383,0,0,1.826
2022/8/8 00:00,0,2.981,2.981,2.469,98.636,0.808,0,0.287,0,0,1.37
2022/8/9 00:00,1.041,2.639,2.639,1.29,97.345,0.797,0,0.215,0,0,1.027
2022/8/10 00:00,0,1.782,1.782,1.42,95.925,0.785,0,0.162,0,0,0.77
2022/8/11 00:00,2.858,3.026,3.026,0.131,95.794,0.784,0,0.121,0,0,0.578
2022/8/12 00:00,0.643,2.713,2.713,1.623,94.171,0.77,0,0.091,0,0,0.433
2022/8/13 00:00,3.232,3.143,3.143,3.143,94.238,0.771,0,0.074,0,0.023,0.353
2022/8/14 00:00,7.062,2.231,2.231,2.231,97.773,0.801,0.007,0.376,0.012,1.284,1.828
2022/8/15 00:00,5.94,3.382,3.382,3.382,99.605,0.816,0.006,0.462,0.006,0.721,2.236
2022/8/16 00:00,0.923,3.525,3.525,2.124,97.48,0.798,0.003,0.347,0,0,1.666
2022/8/17 00:00,1.633,3.466,3.466,1.463,96.017,0.786,0.001,0.26,0,0,1.246
2022/8/18 00:00,0.175,3.537,3.537,2.644,93.373,0.764,0,0.195,0,0,0.932
2022/8/19 00:00,0,3.504,3.504,2.678,90.696,0.742,0,0.146,0,0,0.699
2022/8/20 00:00,0.439,3.728,3.728,2.439,88.256,0.721,0,0.11,0,0,0.524
2022/8/21 00:00,4.794,3.631,3.631,3.631,89.152,0.729,0.002,0.149,0.003,0.265,0.717
2022/8/22 00:00,0.098,3.896,3.896,2.768,86.384,0.706,0.001,0.111,0,0,0.535
2022/8/23 00:00,0,3.561,3.561,2.513,83.871,0.685,0,0.084,0,0,0.4
2022/8/24 00:00,2.294,3.666,3.666,0.94,82.931,0.677,0,0.063,0,0,0.299
2022/8/25 00:00,0,3.417,3.417,2.313,80.618,0.658,0,0.047,0,0,0.224
2022/8/26 00:00,0,2.776,2.776,1.825,78.793,0.642,0,0.035,0,0,0.168
2022/8/27 00:00,0.348,2.972,2.972,1.685,77.108,0.628,0,0.026,0,0,0.126
2022/8/28 00:00,0,3.113,3.113,1.956,75.152,0.612,0,0.02,0,0,0.095
2022/8/29 00:00,2.295,3.246,3.246,0.582,74.57,0.607,0,0.015,0,0,0.071
2022/8/30 00:00,0,3.651,3.651,2.217,72.353,0.589,0,0.011,0,0,0.053
2022/8/31 00:00,0,3.11,3.11,1.831,70.522,0.574,0,0.008,0,0,0.04
2022/9/1 00:00,0.864,2.697,2.697,1.051,69.47,0.565,0,0.006,0,0,0.03
2022/9/2 00:00,3.878,2.699,2.699,2.699,70.464,0.573,0.002,0.051,0.003,0.183,0.249
2022/9/3 00:00,5.591,2.68,2.68,2.68,72.899,0.594,0.005,0.155,0.007,0.469,0.763
2022/9/4 00:00,1.062,2.31,2.31,0.741,72.158,0.588,0.002,0.116,0,0,0.564
2022/9/5 00:00,4.815,0.765,0.765,0.765,75.515,0.616,0.007,0.258,0.01,0.683,1.261
2022/9/6 00:00,13.519,2.026,2.026,2.026,84.771,0.694,0.019,0.746,0.027,2.209,3.647
2022/9/7 00:00,10.332,2.297,2.297,2.297,90.979,0.746,0.019,1.011,0.019,1.808,4.913
2022/9/8 00:00,0.247,2.167,2.167,1.433,89.546,0.734,0.008,0.758,0,0,3.653
2022/9/9 00:00,0.548,0.94,0.94,0.288,89.258,0.732,0.003,0.569,0,0,2.727
2022/9/10 00:00,18.295,2.091,2.091,2.091,101.148,0.832,0.024,1.495,0.039,4.274,7.247
2022/9/11 00:00,5.649,1.64,1.64,1.64,103.906,0.855,0.016,1.432,0.01,1.242,6.902
2022/9/12 00:00,0,1.416,1.416,1.211,102.694,0.845,0.006,1.074,0,0,5.151
2022/9/13 00:00,1.088,1.607,1.607,0.438,102.256,0.842,0.002,0.805,0,0,3.853
2022/9/14 00:00,0,1.967,1.967,1.655,100.601,0.828,0.001,0.604,0,0,2.885
2022/9/15 00:00,0,1.322,1.322,1.094,99.507,0.818,0,0.453,0,0,2.162
2022/9/16 00:00,4.366,1.203,1.203,1.203,101.727,0.837,0.005,0.574,0.008,0.936,2.759
2022/9/17 00:00,0.094,0.698,0.698,0.505,101.222,0.833,0.002,0.43,0,0,2.061
2022/9/18 00:00,0.279,1.176,1.176,0.747,100.474,0.826,0.001,0.323,0,0,1.543
2022/9/19 00:00,0,1.101,1.101,0.91,99.564,0.819,0,0.242,0,0,1.156
2022/9/20 00:00,0,1.662,1.662,1.361,98.203,0.807,0,0.182,0,0,0.866
2022/9/21 00:00,0.106,1.842,1.842,1.402,96.801,0.796,0,0.136,0,0,0.65
2022/9/22 00:00,0,1.695,1.695,1.349,95.453,0.784,0,0.102,0,0,0.487
2022/9/23 00:00,0,0.409,0.409,0.321,95.131,0.782,0,0.077,0,0,0.365
2022/9/24 00:00,0,0.335,0.335,0.262,94.87,0.779,0,0.057,0,0,0.274
2022/9/25 00:00,0,1.218,1.218,0.949,93.92,0.771,0,0.043,0,0,0.205
2022/9/26 00:00,55.774,1.784,1.784,1.784,121.553,1,0.38,6.463,0.633,25.724,32.639
2022/9/27 00:00,9.68,1.027,1.027,1.027,121.555,1,0.164,7.005,0.021,8.631,34.193
2022/9/28 00:00,1.088,1.506,1.506,0.417,121.137,0.996,0.066,5.254,0,0,25.37
2022/9/29 00:00,0.646,1.42,1.42,0.772,120.366,0.99,0.026,3.94,0,0,18.918
2022/9/30 00:00,18.447,0.93,0.93,0.93,121.555,1,0.036,7.027,0.042,16.287,33.682
2022/10/1 00:00,0,1.6,1.6,1.6,119.954,0.987,0.014,5.27,0,0,25.202
2022/10/2 00:00,0,1.146,1.146,1.131,118.824,0.977,0.006,3.953,0,0,18.878
2022/10/3 00:00,7.551,1.755,1.755,1.755,121.177,0.997,0.011,3.822,0.014,3.429,18.277
2022/10/4 00:00,6.19,1.567,1.567,1.567,121.555,1,0.011,3.925,0.011,4.234,18.77
2022/10/5 00:00,0,1.357,1.357,1.357,120.198,0.989,0.004,2.944,0,0,14.059
2022/10/6 00:00,0,1.272,1.272,1.258,118.94,0.978,0.002,2.208,0,0,10.537
