 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R
2053/8/2 00:00,1.238,3.186,3.186,1.821,111.647,0.92,0.001,0.823,0,0,3.933
2053/8/3 00:00,0.9,2.988,2.988,1.92,109.727,0.903,0.001,0.618,0,0,2.948
2053/8/4 00:00,6.222,2.665,2.665,2.665,111.904,0.922,0.005,0.806,0.008,1.372,3.869
2053/8/5 00:00,13.683,3.229,3.229,3.229,117.636,0.97,0.017,1.778,0.025,4.696,8.563
2053/8/6 00:00,7.107,3.053,3.053,3.053,119.368,0.983,0.013,1.912,0.01,2.312,9.178
2053/8/7 00:00,12.045,3.22,3.22,3.22,121.467,0.999,0.018,3.11,0.021,6.704,14.916
2053/8/8 00:00,7.457,2.299,2.299,2.299,121.553,1,0.014,3.597,0.012,5.059,17.225
2053/8/9 00:00,4.146,2.652,2.652,2.652,121.554,1,0.008,3.07,0.004,1.489,14.68
2053/8/10 00:00,0,3.077,3.077,3.077,118.477,0.974,0.003,2.303,0,0,10.997
2053/8/11 00:00,0.601,2.703,2.703,2.048,116.429,0.957,0.001,1.727,0,0,8.242
2053/8/12 00:00,1.559,3.127,3.127,1.5,114.928,0.944,0.001,1.295,0,0,6.18
2053/8/13 00:00,2.9,2.959,2.959,0.055,114.873,0.944,0,0.971,0,0,4.634
2053/8/14 00:00,0,3.665,3.665,3.459,111.414,0.915,0,0.729,0,0,3.475
2053/8/15 00:00,0,3.932,3.932,3.596,107.817,0.884,0,0.546,0,0,2.606
2053/8/16 00:00,0,3.991,3.991,3.53,104.287,0.855,0,0.41,0,0,1.955
2053/8/17 00:00,0,3.953,3.953,3.379,100.908,0.827,0,0.307,0,0,1.466
2053/8/18 00:00,0,1.846,1.846,1.526,99.382,0.814,0,0.231,0,0,1.099
2053/8/19 00:00,8.213,3.336,3.336,3.336,102.797,0.843,0.007,0.536,0.012,1.451,2.588
2053/8/20 00:00,3.922,3.49,3.49,3.49,103.093,0.845,0.003,0.435,0.001,0.134,2.092
2053/8/21 00:00,6.372,2.476,2.476,2.476,105.725,0.867,0.007,0.64,0.009,1.254,3.085
2053/8/22 00:00,2.552,2.563,2.563,0.009,105.716,0.867,0.003,0.48,0,0,2.302
2053/8/23 00:00,1.467,2.747,2.747,1.11,104.606,0.858,0.001,0.36,0,0,1.722
2053/8/24 00:00,0.171,3.145,3.145,2.552,102.055,0.837,0,0.27,0,0,1.29
2053/8/25 00:00,1.665,3.086,3.086,1.189,100.866,0.827,0,0.202,0,0,0.966
2053/8/26 00:00,0,2.327,2.327,1.924,98.942,0.81,0,0.152,0,0,0.725
2053/8/27 00:00,10.315,2.714,2.714,2.714,104.234,0.855,0.011,0.687,0.018,2.291,3.326
2053/8/28 00:00,7.107,2.403,2.403,2.403,107.358,0.882,0.011,0.907,0.011,1.569,4.379
2053/8/29 00:00,0.329,2.815,2.815,2.191,105.167,0.863,0.004,0.68,0,0,3.266
2053/8/30 00:00,1.169,2.489,2.489,1.14,104.027,0.854,0.002,0.51,0,0,2.442
2053/8/31 00:00,1.506,2.491,2.491,0.841,103.186,0.847,0.001,0.383,0,0,1.829
2053/9/1 00:00,14.822,2.37,2.37,2.37,111.273,0.915,0.018,1.371,0.03,4.335,6.624
2053/9/2 00:00,0.918,2.427,2.427,1.381,109.893,0.903,0.007,1.028,0,0,4.938
2053/9/3 00:00,2.79,2.055,2.055,2.055,110.35,0.907,0.004,0.84,0.002,0.276,4.025
2053/9/4 00:00,0,1.258,1.258,1.141,109.209,0.897,0.002,0.63,0,0,3.012
2053/9/5 00:00,0,1.466,1.466,1.316,107.893,0.886,0.001,0.472,0,0,2.256
2053/9/6 00:00,0.687,1.939,1.939,1.11,106.783,0.877,0,0.354,0,0,1.691
2053/9/7 00:00,0,1.386,1.386,1.216,105.567,0.867,0,0.266,0,0,1.268
2053/9/8 00:00,44.901,1.823,1.823,1.823,121.555,1,0.371,6.817,0.618,26.472,34.282
2053/9/9 00:00,9.593,1.336,1.336,1.336,121.555,1,0.16,7.172,0.02,8.237,34.969
2053/9/10 00:00,1.825,0.697,0.697,0.697,121.555,1,0.066,5.661,0.003,1.126,27.309
2053/9/11 00:00,0,0.723,0.723,0.723,120.831,0.994,0.026,4.246,0,0,20.372
2053/9/12 00:00,3.306,1.012,1.012,1.012,121.519,1,0.014,3.584,0.005,1.601,17.16
2053/9/13 00:00,23.525,0.733,0.733,0.733,121.555,1,0.172,8.308,0.277,22.48,40.441
2053/9/14 00:00,3.619,0.53,0.53,0.53,121.555,1,0.073,7.002,0.007,3.082,33.74
2053/9/15 00:00,1.423,0.999,0.999,0.999,121.555,1,0.03,5.357,0.001,0.423,25.69
2053/9/16 00:00,1.82,1.706,1.706,1.706,121.555,1,0.012,4.046,0,0.114,19.354
2053/9/17 00:00,0,1.807,1.807,1.807,119.748,0.985,0.005,3.035,0,0,14.496
2053/9/18 00:00,1.661,1.322,1.322,1.322,119.893,0.986,0.002,2.324,0.001,0.193,11.097
2053/9/19 00:00,7.565,1.116,1.116,1.116,121.555,1,0.01,2.936,0.015,4.772,14.052
2053/9/20 00:00,0.126,1.959,1.959,1.832,119.722,0.985,0.004,2.202,0,0,10.522
2053/9/21 00:00,0,1.561,1.561,1.536,118.186,0.972,0.002,1.652,0,0,7.885
2053/9/22 00:00,0.622,1.571,1.571,0.922,117.263,0.964,0.001,1.239,0,0,5.911
2053/9/23 00:00,16.3,1.118,1.118,1.118,121.555,1,0.022,3.643,0.036,10.855,17.478
2053/9/24 00:00,0.582,0.687,0.687,0.105,121.45,0.999,0.009,2.732,0,0,13.072
2053/9/25 00:00,0,0.153,0.153,0.153,121.296,0.998,0.004,2.049,0,0,9.789
2053/9/26 00:00,4.204,0.117,0.117,0.117,121.555,1,0.007,2.492,0.01,3.82,11.918
2053/9/27 00:00,8.516,0.154,0.154,0.154,121.555,1,0.015,3.954,0.02,8.342,18.929
2053/9/28 00:00,4.001,0.608,0.608,0.608,121.555,1,0.011,3.812,0.008,3.385,18.231
2053/9/29 00:00,0,0.49,0.49,0.49,121.064,0.996,0.004,2.859,0,0,13.655
2053/9/30 00:00,1.076,0.854,0.854,0.854,121.137,0.996,0.002,2.181,0.001,0.149,10.413
2053/10/1 00:00,14.774,1.14,1.14,1.14,121.555,1,0.02,4.932,0.033,13.184,23.618
2053/10/2 00:00,2.857,0.983,0.983,0.983,121.555,1,0.011,4.166,0.004,1.869,19.921
2053/10/3 00:00,1.903,1.28,1.28,1.28,121.555,1,0.005,3.28,0.001,0.622,15.668
2053/10/4 00:00,0,1.49,1.49,1.49,120.065,0.987,0.002,2.46,0,0,11.742
2053/10/5 00:00,14.904,0.471,0.471,0.471,121.555,1,0.021,5.072,0.034,12.908,24.292
2053/10/6 00:00,7.771,1.372,1.372,1.372,121.555,1,0.018,5.4,0.015,6.384,25.837
2053/10/7 00:00,7.797,0.721,0.721,0.721,121.555,1,0.017,5.815,0.017,7.06,27.814
2053/10/8 00:00,3.01,1.498,1.498,1.498,121.555,1,0.009,4.738,0.004,1.509,22.641
2053/10/9 00:00,5.247,1.207,1.207,1.207,121.555,1,0.009,4.561,0.01,4.03,21.798
2053/10/10 00:00,5.318,0.934,0.934,0.934,121.555,1,0.01,4.514,0.01,4.373,21.576
2053/10/11 00:00,2.12,1.403,1.403,1.403,121.555,1,0.005,3.564,0.002,0.715,17.023
2053/10/12 00:00,0.835,1.404,1.404,0.569,120.986,0.995,0.002,2.673,0,0,12.759
2053/10/13 00:00,0,1.006,1.006,1.001,119.985,0.987,0.001,2.005,0,0,9.566
2053/10/14 00:00,0,1.101,1.101,1.087,118.898,0.978,0,1.504,0,0,7.173
2053/10/15 00:00,0.722,1.085,1.085,0.355,118.543,0.975,0,1.128,0,0,5.379
2053/10/16 00:00,1.075,0.36,0.36,0.36,118.881,0.978,0.001,0.94,0.002,0.376,4.488
2053/10/17 00:00,0,0.869,0.869,0.849,118.031,0.97,0,0.705,0,0,3.364
2053/10/18 00:00,1.096,1.256,1.256,0.155,117.876,0.969,0,0.529,0,0,2.522
2053/10/19 00:00,0,0.765,0.765,0.742,117.134,0.963,0,0.397,0,0,1.891
2053/10/20 00:00,0.496,0.926,0.926,0.415,116.72,0.959,0,0.297,0,0,1.418
2053/10/21 00:00,0.639,0.856,0.856,0.208,116.512,0.958,0,0.223,0,0,1.064
2053/10/22 00:00,0,0.243,0.243,0.232,116.279,0.956,0,0.167,0,0,0.798
2053/10/23 00:00,0,0.919,0.919,0.878,115.401,0.948,0,0.125,0,0,0.598
2053/10/24 00:00,0.38,1.027,1.027,0.613,114.788,0.943,0,0.094,0,0,0.449
2053/10/25 00:00,6.522,1.229,1.229,1.229,117.614,0.967,0.008,0.684,0.013,2.453,3.298
2053/10/26 00:00,0.208,0.724,0.724,0.499,117.115,0.963,0.003,0.513,0,0,2.461
2053/10/27 00:00,0.233,1.33,1.33,1.056,116.059,0.954,0.001,0.385,0,0,1.84
2053/10/28 00:00,0.292,1.492,1.492,1.145,114.914,0.944,0,0.289,0,0,1.378
2053/10/29 00:00,0,0.758,0.758,0.716,114.198,0.938,0,0.216,0,0,1.033
2053/10/30 00:00,3.796,0.306,0.306,0.306,116.133,0.955,0.005,0.549,0.008,1.548,2.643
2053/10/31 00:00,17.396,1.442,1.442,1.442,121.555,1,0.025,3.035,0.038,10.494,14.595
2053/11/1 00:00,0.461,1.096,1.096,0.635,120.919,0.995,0.01,2.277,0,0,10.905
2053/11/2 00:00,0,1.023,1.023,1.018,119.901,0.986,0.004,1.707,0,0,8.162
2053/11/3 00:00,2.603,1.301,1.301,1.301,120.433,0.991,0.003,1.472,0.003,0.767,7.038
2053/11/4 00:00,1.934,1.238,1.238,1.238,120.699,0.993,0.002,1.211,0.002,0.429,5.789
2053/11/5 00:00,4.021,1.064,1.064,1.064,121.552,1,0.005,1.433,0.007,2.096,6.857
2053/11/6 00:00,0,1.427,1.427,1.427,120.125,0.988,0.002,1.074,0,0,5.134
2053/11/7 00:00,0,1.492,1.492,1.474,118.651,0.976,0.001,0.806,0,0,3.847
2053/11/8 00:00,0,1.273,1.273,1.242,117.409,0.965,0,0.604,0,0,2.884
2053/11/9 00:00,0,1.195,1.195,1.154,116.255,0.955,0,0.453,0,0,2.162
2053/11/10 00:00,0.449,0.964,0.964,0.492,115.763,0.951,0,0.34,0,0,1.622
2053/11/11 00:00,0,0.969,0.969,0.922,114.841,0.944,0,0.255,0,0,1.216
2053/11/12 00:00,1.256,0.873,0.873,0.873,115.055,0.945,0.001,0.233,0.001,0.168,1.115
2053/11/13 00:00,1.189,0.481,0.481,0.481,115.447,0.949,0.001,0.254,0.002,0.314,1.215
2053/11/14 00:00,0,0.993,0.993,0.942,114.505,0.941,0,0.19,0,0,0.909
2053/11/15 00:00,0,1.063,1.063,1,113.505,0.932,0,0.143,0,0,0.681
2053/11/16 00:00,0,0.821,0.821,0.765,112.74,0.926,0,0.107,0,0,0.51
2053/11/17 00:00,2.33,1.182,1.182,1.182,113.414,0.932,0.002,0.198,0.003,0.471,0.952
2053/11/18 00:00,2.279,0.897,0.897,0.897,114.211,0.938,0.003,0.294,0.003,0.582,1.415
2053/11/19 00:00,4.557,1.147,1.147,1.147,116.102,0.954,0.006,0.598,0.008,1.511,2.882
2053/11/20 00:00,1.164,1.308,1.308,0.137,115.965,0.953,0.002,0.449,0,0,2.151
2053/11/21 00:00,1.499,1.054,1.054,1.054,116.204,0.955,0.002,0.388,0.001,0.204,1.856
2053/11/22 00:00,0,0.98,0.98,0.936,115.268,0.947,0.001,0.291,0,0,1.39
2053/11/23 00:00,0,1.465,1.465,1.388,113.88,0.936,0,0.218,0,0,1.041
2053/11/24 00:00,0,1.862,1.862,1.742,112.138,0.921,0,0.164,0,0,0.78
2053/11/25 00:00,0,1.355,1.355,1.248,110.89,0.91,0,0.123,0,0,0.585
2053/11/26 00:00,0,1.104,1.104,1.005,109.885,0.902,0,0.092,0,0,0.439
2053/11/27 00:00,0,0.772,0.772,0.696,109.189,0.896,0,0.069,0,0,0.329
2053/11/28 00:00,0,1.271,1.271,1.139,108.049,0.887,0,0.052,0,0,0.247
2053/11/29 00:00,0,1.138,1.138,1.009,107.041,0.878,0,0.039,0,0,0.185
2053/11/30 00:00,2.199,1.429,1.429,1.429,107.543,0.882,0.001,0.096,0.002,0.267,0.462
2053/12/1 00:00,0,1.053,1.053,0.929,106.613,0.875,0,0.072,0,0,0.345
2053/12/2 00:00,0,0.766,0.766,0.67,105.944,0.869,0,0.054,0,0,0.258
2053/12/3 00:00,0,1.118,1.118,0.972,104.972,0.861,0,0.04,0,0,0.193
2053/12/4 00:00,0,1.05,1.05,0.904,104.069,0.853,0,0.03,0,0,0.145
2053/12/5 00:00,0,1.567,1.567,1.337,102.731,0.842,0,0.023,0,0,0.108
2053/12/6 00:00,0,0.973,0.973,0.819,101.912,0.835,0,0.017,0,0,0.081
2053/12/7 00:00,0,1.005,1.005,0.839,101.072,0.828,0,0.013,0,0,0.061
2053/12/8 00:00,0,0.735,0.735,0.609,100.463,0.823,0,0.01,0,0,0.046
2053/12/9 00:00,0,1.019,1.019,0.839,99.625,0.816,0,0.007,0,0,0.034
2053/12/10 00:00,0,1.188,1.188,0.969,98.655,0.808,0,0.005,0,0,0.026
2053/12/11 00:00,0,1.107,1.107,0.894,97.761,0.8,0,0.004,0,0,0.019
2053/12/12 00:00,0,1.07,1.07,0.856,96.905,0.793,0,0.003,0,0,0.014
2053/12/13 00:00,0,0.703,0.703,0.557,96.348,0.789,0,0.002,0,0,0.011
2053/12/14 00:00,0,1.199,1.199,0.945,95.402,0.781,0,0.002,0,0,0.008
2053/12/15 00:00,0,0.942,0.942,0.736,94.667,0.775,0,0.001,0,0,0.006
2053/12/16 00:00,0,1.056,1.056,0.818,93.849,0.768,0,0.001,0,0,0.005
2053/12/17 00:00,0,0.355,0.355,0.273,93.576,0.765,0,0.001,0,0,0.003
2053/12/18 00:00,0,1.017,1.017,0.779,92.798,0.759,0,0.001,0,0,0.003
2053/12/19 00:00,0,1.12,1.12,0.85,91.948,0.752,0,0,0,0,0.002
2053/12/20 00:00,0,1.233,1.233,0.927,91.021,0.744,0,0,0,0,0.001
2053/12/21 00:00,0,0.829,0.829,0.617,90.404,0.739,0,0,0,0,0.001
2053/12/22 00:00,1.243,1.201,1.201,1.201,90.435,0.739,0,0.003,0,0.01,0.013
2053/12/23 00:00,0,1.217,1.217,0.9,89.535,0.732,0,0.002,0,0,0.009
2053/12/24 00:00,0,1.291,1.291,0.944,88.591,0.724,0,0.001,0,0,0.007
2053/12/25 00:00,0,1.152,1.152,0.834,87.757,0.717,0,0.001,0,0,0.005
2053/12/26 00:00,0,1.109,1.109,0.795,86.962,0.71,0,0.001,0,0,0.004
2053/12/27 00:00,0,0.898,0.898,0.637,86.325,0.705,0,0.001,0,0,0.003
2053/12/28 00:00,0,0.91,0.91,0.641,85.684,0.699,0,0,0,0,0.002
2053/12/29 00:00,0,1.122,1.122,0.785,84.898,0.693,0,0,0,0,0.002
2053/12/30 00:00,0,1.029,1.029,0.713,84.185,0.687,0,0,0,0,0.001
2053/12/31 00:00,0,1.429,1.429,0.982,83.204,0.679,0,0,0,0,0.001
2054/1/1 00:00,0,0.807,0.807,0.548,82.656,0.674,0,0,0,0,0.001
2054/1/2 00:00,0,0.887,0.887,0.598,82.058,0.669,0,0,0,0,0.001
2054/1/3 00:00,0,1.069,1.069,0.716,81.343,0.663,0,0,0,0,0
2054/1/4 00:00,0,0.981,0.981,0.651,80.692,0.658,0,0,0,0,0
2054/1/5 00:00,0,1.174,1.174,0.772,79.92,0.651,0,0,0,0,0
2054/1/6 00:00,0,1.194,1.194,0.778,79.142,0.645,0,0,0,0,0
2054/1/7 00:00,10.464,1.094,1.094,1.094,86.59,0.708,0.013,0.475,0.022,1.899,2.329
2054/1/8 00:00,0.666,1.231,1.231,0.401,86.19,0.705,0.005,0.356,0,0,1.724
2054/1/9 00:00,0,1.172,1.172,0.826,85.364,0.698,0.002,0.267,0,0,1.284
2054/1/10 00:00,0.104,1.327,1.327,0.853,84.511,0.691,0.001,0.2,0,0,0.959
2054/1/11 00:00,0,1.423,1.423,0.983,83.528,0.682,0,0.15,0,0,0.718
2054/1/12 00:00,0,1.032,1.032,0.704,82.824,0.676,0,0.113,0,0,0.538
2054/1/13 00:00,0,0.685,0.685,0.463,82.361,0.673,0,0.085,0,0,0.403
2054/1/14 00:00,0,0.898,0.898,0.604,81.757,0.668,0,0.063,0,0,0.302
2054/1/15 00:00,0,0.954,0.954,0.637,81.12,0.662,0,0.048,0,0,0.227
2054/1/16 00:00,0,1.329,1.329,0.88,80.24,0.655,0,0.036,0,0,0.17
2054/1/17 00:00,0,1.303,1.303,0.853,79.386,0.648,0,0.027,0,0,0.128
2054/1/18 00:00,0,1.015,1.015,0.658,78.729,0.642,0,0.02,0,0,0.096
2054/1/19 00:00,0,0.814,0.814,0.523,78.206,0.638,0,0.015,0,0,0.072
2054/1/20 00:00,0,0.948,0.948,0.604,77.602,0.633,0,0.011,0,0,0.054
2054/1/21 00:00,0,0.943,0.943,0.597,77.005,0.628,0,0.008,0,0,0.04
2054/1/22 00:00,0.377,0.988,0.988,0.384,76.621,0.625,0,0.006,0,0,0.03
2054/1/23 00:00,0,0.897,0.897,0.56,76.061,0.62,0,0.005,0,0,0.023
2054/1/24 00:00,0,0.731,0.731,0.453,75.607,0.616,0,0.004,0,0,0.017
2054/1/25 00:00,0,0.889,0.889,0.548,75.059,0.612,0,0.003,0,0,0.013
2054/1/26 00:00,0,0.782,0.782,0.479,74.581,0.608,0,0.002,0,0,0.01
2054/1/27 00:00,0,1.052,1.052,0.639,73.941,0.602,0,0.002,0,0,0.007
2054/1/28 00:00,0,0.705,0.705,0.424,73.517,0.599,0,0.001,0,0,0.005
2054/1/29 00:00,0,1.066,1.066,0.639,72.878,0.594,0,0.001,0,0,0.004
2054/1/30 00:00,0,0.788,0.788,0.468,72.411,0.59,0,0.001,0,0,0.003
2054/1/31 00:00,0,1.159,1.159,0.683,71.728,0.584,0,0,0,0,0.002
2054/2/1 00:00,0,1.28,1.28,0.748,70.98,0.578,0,0,0,0,0.002
2054/2/2 00:00,0,0.98,0.98,0.566,70.414,0.573,0,0,0,0,0.001
2054/2/3 00:00,0,1.153,1.153,0.661,69.753,0.568,0,0,0,0,0.001
2054/2/4 00:00,0,1.418,1.418,0.805,68.948,0.561,0,0,0,0,0.001
2054/2/5 00:00,0,1.12,1.12,0.628,68.32,0.556,0,0,0,0,0.001
2054/2/6 00:00,1.434,1.597,1.597,0.091,68.229,0.555,0,0,0,0,0
2054/2/7 00:00,0,1.066,1.066,0.592,67.637,0.55,0,0,0,0,0
2054/2/8 00:00,0,0.613,0.613,0.337,67.3,0.547,0,0,0,0,0
2054/2/9 00:00,0,0.93,0.93,0.509,66.791,0.543,0,0,0,0,0
2054/2/10 00:00,0,1.266,1.266,0.687,66.103,0.537,0,0,0,0,0
2054/2/11 00:00,0,1.528,1.528,0.821,65.282,0.53,0,0,0,0,0
2054/2/12 00:00,0,1.113,1.113,0.591,64.692,0.526,0,0,0,0,0
2054/2/13 00:00,0,1.242,1.242,0.653,64.039,0.52,0,0,0,0,0
2054/2/14 00:00,0,1.363,1.363,0.709,63.33,0.514,0,0,0,0,0
2054/2/15 00:00,0,0.806,0.806,0.414,62.916,0.511,0,0,0,0,0
2054/2/16 00:00,0,0.615,0.615,0.314,62.602,0.508,0,0,0,0,0
2054/2/17 00:00,0,0.447,0.447,0.227,62.375,0.506,0,0,0,0,0
2054/2/18 00:00,0,1.281,1.281,0.649,61.726,0.501,0,0,0,0,0
2054/2/19 00:00,0,1.536,1.536,0.769,60.957,0.495,0,0,0,0,0
2054/2/20 00:00,0,1.334,1.334,0.66,60.297,0.489,0,0,0,0,0
2054/2/21 00:00,0,1.402,1.402,0.686,59.611,0.483,0,0,0,0,0
2054/2/22 00:00,2.117,1.677,1.677,1.677,59.995,0.487,0.001,0.014,0.001,0.055,0.068
2054/2/23 00:00,0.61,1.161,1.161,0.268,59.727,0.484,0,0.01,0,0,0.05
2054/2/24 00:00,0,0.918,0.918,0.445,59.282,0.481,0,0.008,0,0,0.037
2054/2/25 00:00,0,0.746,0.746,0.359,58.924,0.478,0,0.006,0,0,0.028
2054/2/26 00:00,0,0.866,0.866,0.414,58.51,0.474,0,0.004,0,0,0.021
2054/2/27 00:00,0,0.478,0.478,0.227,58.283,0.473,0,0.003,0,0,0.016
2054/2/28 00:00,0,0.76,0.76,0.359,57.924,0.47,0,0.002,0,0,0.012
2054/3/1 00:00,13.184,1.232,1.232,1.232,68.239,0.557,0.017,0.404,0.029,1.608,2.007
2054/3/2 00:00,0.346,1.213,1.213,0.482,67.757,0.553,0.007,0.303,0,0,1.477
2054/3/3 00:00,1.501,1.652,1.652,0.083,67.674,0.552,0.003,0.227,0,0,1.096
2054/3/4 00:00,0,0.943,0.943,0.52,67.154,0.548,0.001,0.17,0,0,0.818
2054/3/5 00:00,0,1.074,1.074,0.588,66.566,0.543,0,0.128,0,0,0.611
2054/3/6 00:00,0,1.015,1.015,0.551,66.015,0.538,0,0.096,0,0,0.458
2054/3/7 00:00,0,0.711,0.711,0.383,65.632,0.535,0,0.072,0,0,0.343
2054/3/8 00:00,1.216,0.523,0.523,0.523,66.224,0.54,0.001,0.079,0.002,0.099,0.38
2054/3/9 00:00,4.136,1.061,1.061,1.061,68.837,0.562,0.005,0.173,0.007,0.455,0.847
2054/3/10 00:00,1.862,1.17,1.17,1.17,69.422,0.567,0.003,0.156,0.002,0.106,0.758
2054/3/11 00:00,1.115,1.318,1.318,0.115,69.307,0.566,0.001,0.117,0,0,0.564
2054/3/12 00:00,1.67,1.813,1.813,0.081,69.225,0.565,0,0.088,0,0,0.421
2054/3/13 00:00,0.32,1.58,1.58,0.712,68.513,0.559,0,0.066,0,0,0.315
2054/3/14 00:00,0.111,1.48,1.48,0.766,67.748,0.553,0,0.049,0,0,0.236
2054/3/15 00:00,0,1.315,1.315,0.727,67.021,0.547,0,0.037,0,0,0.177
2054/3/16 00:00,0,1.119,1.119,0.612,66.408,0.542,0,0.028,0,0,0.133
2054/3/17 00:00,1.451,0.967,0.967,0.967,66.821,0.545,0.001,0.038,0.001,0.07,0.186
2054/3/18 00:00,0,1.224,1.224,0.668,66.153,0.54,0,0.029,0,0,0.139
2054/3/19 00:00,0,0.581,0.581,0.314,65.839,0.537,0,0.022,0,0,0.103
2054/3/20 00:00,0,1.069,1.069,0.574,65.265,0.532,0,0.016,0,0,0.077
2054/3/21 00:00,0,0.88,0.88,0.468,64.797,0.528,0,0.012,0,0,0.058
2054/3/22 00:00,3.79,1.3,1.3,1.3,66.925,0.546,0.004,0.098,0.006,0.356,0.485
2054/3/23 00:00,0,0.979,0.979,0.535,66.39,0.542,0.001,0.074,0,0,0.357
2054/3/24 00:00,0,1.221,1.221,0.662,65.729,0.536,0.001,0.055,0,0,0.266
2054/3/25 00:00,0.228,0.063,0.063,0.063,65.87,0.538,0,0.047,0,0.024,0.228
2054/3/26 00:00,4.831,1.154,1.154,1.154,68.995,0.564,0.005,0.171,0.009,0.544,0.843
2054/3/27 00:00,0,1.309,1.309,0.738,68.257,0.558,0.002,0.129,0,0,0.623
2054/3/28 00:00,0,0.804,0.804,0.448,67.808,0.554,0.001,0.096,0,0,0.464
2054/3/29 00:00,0,1.296,1.296,0.718,67.09,0.548,0,0.072,0,0,0.346
2054/3/30 00:00,1.497,0.922,0.922,0.922,67.578,0.552,0.001,0.075,0.001,0.085,0.364
2054/3/31 00:00,5.767,1.308,1.308,1.308,71.338,0.584,0.007,0.229,0.011,0.689,1.123
2054/4/1 00:00,0,1.126,1.126,0.657,70.681,0.578,0.003,0.172,0,0,0.831
2054/4/2 00:00,0,1.13,1.13,0.653,70.027,0.573,0.001,0.129,0,0,0.619
2054/4/3 00:00,0,1.848,1.848,1.058,68.969,0.564,0,0.096,0,0,0.462
2054/4/4 00:00,8.563,1.28,1.28,1.28,75.047,0.615,0.011,0.369,0.017,1.188,1.812
2054/4/5 00:00,0,1.037,1.037,0.638,74.409,0.61,0.004,0.277,0,0,1.341
2054/4/6 00:00,0,0.93,0.93,0.567,73.842,0.605,0.002,0.208,0,0,0.999
2054/4/7 00:00,15.286,1.993,1.993,1.993,84.581,0.696,0.02,0.786,0.032,2.522,3.844
2054/4/8 00:00,0,0.641,0.641,0.446,84.136,0.692,0.008,0.59,0,0,2.85
2054/4/9 00:00,0.176,0.302,0.302,0.087,84.048,0.691,0.003,0.442,0,0,2.124
2054/4/10 00:00,3.294,1.148,1.148,1.148,85.733,0.705,0.004,0.446,0.005,0.456,2.146
2054/4/11 00:00,0,0.791,0.791,0.558,85.175,0.701,0.002,0.334,0,0,1.603
2054/4/12 00:00,9.721,1.077,1.077,1.077,91.816,0.756,0.013,0.746,0.021,1.983,3.622
2054/4/13 00:00,4.173,0.836,0.836,0.836,94.303,0.777,0.01,0.77,0.008,0.842,3.721
2054/4/14 00:00,0,0.507,0.507,0.394,93.909,0.774,0.004,0.578,0,0,2.774
2054/4/15 00:00,0,1.765,1.765,1.366,92.543,0.762,0.002,0.433,0,0,2.074
2054/4/16 00:00,0,1.061,1.061,0.809,91.734,0.756,0.001,0.325,0,0,1.553
2054/4/17 00:00,0,1.127,1.127,0.852,90.882,0.748,0,0.244,0,0,1.164
2054/4/18 00:00,0.888,2.073,2.073,0.887,89.996,0.741,0,0.183,0,0,0.872
2054/4/19 00:00,0,1.756,1.756,1.301,88.694,0.73,0,0.137,0,0,0.654
2054/4/20 00:00,0,1.244,1.244,0.908,87.786,0.722,0,0.103,0,0,0.49
2054/4/21 00:00,6.829,1.423,1.423,1.423,91.905,0.757,0.008,0.396,0.013,1.274,1.923
2054/4/22 00:00,0.309,1.679,1.679,1.037,90.867,0.748,0.003,0.297,0,0,1.429
2054/4/23 00:00,0,1.148,1.148,0.859,90.008,0.741,0.001,0.222,0,0,1.067
2054/4/24 00:00,0,1.934,1.934,1.433,88.574,0.729,0,0.167,0,0,0.798
2054/4/25 00:00,16.223,1.875,1.875,1.875,99.19,0.818,0.021,1.05,0.034,3.698,5.105
2054/4/26 00:00,0,1.306,1.306,1.068,98.122,0.809,0.008,0.787,0,0,3.794
2054/4/27 00:00,0,1.109,1.109,0.898,97.224,0.802,0.003,0.59,0,0,2.832
2054/4/28 00:00,2.67,1.568,1.568,1.568,98.017,0.808,0.003,0.52,0.003,0.307,2.492
2054/4/29 00:00,0,1.619,1.619,1.309,96.708,0.797,0.001,0.39,0,0,1.864
2054/4/30 00:00,0,1.121,1.121,0.893,95.815,0.79,0,0.292,0,0,1.396
2054/5/1 00:00,0,1.143,1.143,0.903,94.912,0.782,0,0.219,0,0,1.046
2054/5/2 00:00,1.71,1.803,1.803,0.073,94.839,0.781,0,0.164,0,0,0.784
2054/5/3 00:00,0,2.219,2.219,1.734,93.105,0.767,0,0.123,0,0,0.588
2054/5/4 00:00,1.288,1.615,1.615,0.25,92.855,0.765,0,0.092,0,0,0.441
2054/5/5 00:00,0.286,2.299,2.299,1.539,91.316,0.752,0,0.069,0,0,0.331
2054/5/6 00:00,1.891,2.243,2.243,0.265,91.051,0.749,0,0.052,0,0,0.248
2054/5/7 00:00,7.342,2.367,2.367,2.367,94.765,0.781,0.007,0.351,0.012,1.249,1.709
2054/5/8 00:00,0,2.252,2.252,1.758,93.007,0.766,0.003,0.263,0,0,1.27
2054/5/9 00:00,1.497,2.366,2.366,0.666,92.341,0.76,0.001,0.198,0,0,0.948
2054/5/10 00:00,0,2.4,2.4,1.824,90.517,0.745,0,0.148,0,0,0.709
2054/5/11 00:00,3.863,2.445,2.445,2.445,91.59,0.754,0.002,0.197,0.003,0.342,0.949
